"alloc_method","adjusted","rerandomized","power.pvalue","power.rerand","power.ci","coverage","bias","segt1k","nsim","time_elapsed","modelno","method_name","trial_size","outcome_type","outcome_marginal_prevalence","prognostic_factor_number","prognostic_factor_type","prognostic_factor_prevalence","bT","bZ","alpha","prognostic_factor_effect_size","treatment_assignment_effect_size","entry_time_effect_size","allocation_ratio"
CR,1,0,0.024,0.000,0.031,0.969,5.940,0.380,5010,30.72,19,CR_REG_ADJ,32,binary,0.1,2,binary,0.25,0,1.09861228866811,0.05,3,3,1,0.5
SBR,1,0,0.025,0.000,0.031,0.959,5.786,0.339,5010,36.51,19,SBR_REG_ADJ,32,binary,0.1,2,binary,0.25,0,1.09861228866811,0.05,3,3,1,0.5
CAA-MI-2-PBA-0.70,1,0,0.026,0.000,0.032,0.957,5.910,0.350,5010,82.77,19,CAA-MI-2-PBA-0.70_REG_ADJ,32,binary,0.1,2,binary,0.25,0,1.09861228866811,0.05,3,3,1,0.5
CR,0,0,0.007,0.000,0.011,0.979,4.168,0.330,5010,25.9,19,CR_REG_UN,32,binary,0.1,2,binary,0.25,0,1.09861228866811,0.05,3,3,1,0.5
SBR,0,0,0.004,0.000,0.007,0.975,4.255,0.317,5010,31.51,19,SBR_REG_UN,32,binary,0.1,2,binary,0.25,0,1.09861228866811,0.05,3,3,1,0.5
CAA-MI-2-PBA-0.70,0,0,0.007,0.000,0.011,0.975,4.157,0.313,5010,78.08,19,CAA-MI-2-PBA-0.70_REG_UN,32,binary,0.1,2,binary,0.25,0,1.09861228866811,0.05,3,3,1,0.5
CAA-MI-2-PBA-0.70,1,1,0.096,0.157,0.000,0.987,5.910,0.000,5010,78303.88,19,CAA-MI-2-PBA-0.70_RERAND_ADJ,32,binary,0.1,2,binary,0.25,0,1.09861228866811,0.05,3,3,1,0.5
CR,1,0, 0.172, 0.000, 0.207, 0.975, 0.667, 0.025,5010,27.03,20,CR_REG_ADJ,32,binary,0.5,2,binary,0.25,0,1.09861228866811,0.05,3,3,1,0.5
SBR,1,0, 0.197, 0.000, 0.237, 0.978, 0.473, 0.014,5010,32.83,20,SBR_REG_ADJ,32,binary,0.5,2,binary,0.25,0,1.09861228866811,0.05,3,3,1,0.5
CAA-MI-2-PBA-0.70,1,0, 0.198, 0.000, 0.236, 0.969, 0.532, 0.017,5010,79.35,20,CAA-MI-2-PBA-0.70_REG_ADJ,32,binary,0.5,2,binary,0.25,0,1.09861228866811,0.05,3,3,1,0.5
CR,0,0, 0.192, 0.000, 0.258, 0.967, 0.043, 0.003,5010,23.51,20,CR_REG_UN,32,binary,0.5,2,binary,0.25,0,1.09861228866811,0.05,3,3,1,0.5
SBR,0,0, 0.181, 0.000, 0.270, 0.972,-0.007, 0.001,5010,28.97,20,SBR_REG_UN,32,binary,0.5,2,binary,0.25,0,1.09861228866811,0.05,3,3,1,0.5
CAA-MI-2-PBA-0.70,0,0, 0.182, 0.000, 0.268, 0.969, 0.000, 0.001,5010,76.27,20,CAA-MI-2-PBA-0.70_REG_UN,32,binary,0.5,2,binary,0.25,0,1.09861228866811,0.05,3,3,1,0.5
CAA-MI-2-PBA-0.70,1,1, 0.278, 0.302, 0.000, 0.999, 0.532, 0.000,5010,76533.63,20,CAA-MI-2-PBA-0.70_RERAND_ADJ,32,binary,0.5,2,binary,0.25,0,1.09861228866811,0.05,3,3,1,0.5
CR,1,0,0.015,0.000,0.019,0.954,5.678,0.406,5010,30.91,21,CR_REG_ADJ,32,binary,0.1,2,binary,0.5,0,1.09861228866811,0.05,1.1,3,1,0.5
SBR,1,0,0.009,0.000,0.012,0.959,5.481,0.381,5010,36.71,21,SBR_REG_ADJ,32,binary,0.1,2,binary,0.5,0,1.09861228866811,0.05,1.1,3,1,0.5
CAA-MI-2-PBA-0.70,1,0,0.013,0.000,0.017,0.954,5.811,0.393,5010,82.47,21,CAA-MI-2-PBA-0.70_REG_ADJ,32,binary,0.1,2,binary,0.5,0,1.09861228866811,0.05,1.1,3,1,0.5
CR,0,0,0.004,0.000,0.008,0.966,5.080,0.400,5010,26.52,21,CR_REG_UN,32,binary,0.1,2,binary,0.5,0,1.09861228866811,0.05,1.1,3,1,0.5
SBR,0,0,0.002,0.000,0.004,0.967,5.005,0.380,5010,32.72,21,SBR_REG_UN,32,binary,0.1,2,binary,0.5,0,1.09861228866811,0.05,1.1,3,1,0.5
CAA-MI-2-PBA-0.70,0,0,0.004,0.000,0.006,0.967,5.285,0.391,5010,78.08,21,CAA-MI-2-PBA-0.70_REG_UN,32,binary,0.1,2,binary,0.5,0,1.09861228866811,0.05,1.1,3,1,0.5
CAA-MI-2-PBA-0.70,1,1,0.093,0.149,0.000,0.976,5.811,0.000,5010,77858.86,21,CAA-MI-2-PBA-0.70_RERAND_ADJ,32,binary,0.1,2,binary,0.5,0,1.09861228866811,0.05,1.1,3,1,0.5
CR,1,0,0.202,0.000,0.236,0.969,0.381,0.009,5010,26.21,22,CR_REG_ADJ,32,binary,0.5,2,binary,0.5,0,1.09861228866811,0.05,1.1,3,1,0.5
SBR,1,0,0.223,0.000,0.266,0.968,0.278,0.005,5010,31.66,22,SBR_REG_ADJ,32,binary,0.5,2,binary,0.5,0,1.09861228866811,0.05,1.1,3,1,0.5
CAA-MI-2-PBA-0.70,1,0,0.223,0.000,0.259,0.967,0.325,0.007,5010,78.55,22,CAA-MI-2-PBA-0.70_REG_ADJ,32,binary,0.5,2,binary,0.5,0,1.09861228866811,0.05,1.1,3,1,0.5
CR,0,0,0.226,0.000,0.293,0.963,0.145,0.004,5010,23.25,22,CR_REG_UN,32,binary,0.5,2,binary,0.5,0,1.09861228866811,0.05,1.1,3,1,0.5
SBR,0,0,0.223,0.000,0.326,0.965,0.107,0.002,5010,29.1,22,SBR_REG_UN,32,binary,0.5,2,binary,0.5,0,1.09861228866811,0.05,1.1,3,1,0.5
CAA-MI-2-PBA-0.70,0,0,0.228,0.000,0.315,0.961,0.092,0.001,5010,75.88,22,CAA-MI-2-PBA-0.70_REG_UN,32,binary,0.5,2,binary,0.5,0,1.09861228866811,0.05,1.1,3,1,0.5
CAA-MI-2-PBA-0.70,1,1,0.308,0.327,0.000,0.997,0.325,0.000,5010,75104.67,22,CAA-MI-2-PBA-0.70_RERAND_ADJ,32,binary,0.5,2,binary,0.5,0,1.09861228866811,0.05,1.1,3,1,0.5
CR,1,0,0.042,0.000,0.050,0.956,5.141,0.334,5010,31.16,23,CR_REG_ADJ,32,binary,0.1,2,binary,0.5,0,1.09861228866811,0.05,3,3,1,0.5
SBR,1,0,0.040,0.000,0.050,0.960,4.850,0.297,5010,36.93,23,SBR_REG_ADJ,32,binary,0.1,2,binary,0.5,0,1.09861228866811,0.05,3,3,1,0.5
CAA-MI-2-PBA-0.70,1,0,0.045,0.000,0.054,0.958,4.949,0.311,5010,83.23,23,CAA-MI-2-PBA-0.70_REG_ADJ,32,binary,0.1,2,binary,0.5,0,1.09861228866811,0.05,3,3,1,0.5
CR,0,0,0.007,0.000,0.010,0.977,4.187,0.322,5010,25.25,23,CR_REG_UN,32,binary,0.1,2,binary,0.5,0,1.09861228866811,0.05,3,3,1,0.5
SBR,0,0,0.003,0.000,0.007,0.977,4.043,0.292,5010,31.18,23,SBR_REG_UN,32,binary,0.1,2,binary,0.5,0,1.09861228866811,0.05,3,3,1,0.5
CAA-MI-2-PBA-0.70,0,0,0.006,0.000,0.010,0.976,4.076,0.302,5010,77.72,23,CAA-MI-2-PBA-0.70_REG_UN,32,binary,0.1,2,binary,0.5,0,1.09861228866811,0.05,3,3,1,0.5
CAA-MI-2-PBA-0.70,1,1,0.102,0.165,0.000,0.988,4.949,0.000,5010,77769.56,23,CAA-MI-2-PBA-0.70_RERAND_ADJ,32,binary,0.1,2,binary,0.5,0,1.09861228866811,0.05,3,3,1,0.5
CR,1,0, 0.161, 0.000, 0.194, 0.973, 0.636, 0.026,5010,26.62,24,CR_REG_ADJ,32,binary,0.5,2,binary,0.5,0,1.09861228866811,0.05,3,3,1,0.5
SBR,1,0, 0.190, 0.000, 0.226, 0.972, 0.496, 0.015,5010,32.11,24,SBR_REG_ADJ,32,binary,0.5,2,binary,0.5,0,1.09861228866811,0.05,3,3,1,0.5
CAA-MI-2-PBA-0.70,1,0, 0.180, 0.000, 0.214, 0.973, 0.614, 0.022,5010,77.99,24,CAA-MI-2-PBA-0.70_REG_ADJ,32,binary,0.5,2,binary,0.5,0,1.09861228866811,0.05,3,3,1,0.5
CR,0,0, 0.177, 0.000, 0.235, 0.959,-0.042, 0.002,5010,23.84,24,CR_REG_UN,32,binary,0.5,2,binary,0.5,0,1.09861228866811,0.05,3,3,1,0.5
SBR,0,0, 0.164, 0.000, 0.249, 0.966,-0.057, 0.000,5010,29.31,24,SBR_REG_UN,32,binary,0.5,2,binary,0.5,0,1.09861228866811,0.05,3,3,1,0.5
CAA-MI-2-PBA-0.70,0,0, 0.170, 0.000, 0.248, 0.968,-0.036, 0.001,5010,74.79,24,CAA-MI-2-PBA-0.70_REG_UN,32,binary,0.5,2,binary,0.5,0,1.09861228866811,0.05,3,3,1,0.5
CAA-MI-2-PBA-0.70,1,1, 0.257, 0.300, 0.000, 0.999, 0.614, 0.000,5010,75027.17,24,CAA-MI-2-PBA-0.70_RERAND_ADJ,32,binary,0.5,2,binary,0.5,0,1.09861228866811,0.05,3,3,1,0.5
CR,1,0,0.026,0.000,0.027,0.973,0.025,0.013,5010,31.32,25,CR_REG_ADJ,96,binary,0.1,2,binary,0.25,0,0,0.05,1.1,1,1,0.5
SBR,1,0,0.024,0.000,0.026,0.974,0.059,0.014,5010,38.75,25,SBR_REG_ADJ,96,binary,0.1,2,binary,0.25,0,0,0.05,1.1,1,1,0.5
CAA-MI-2-PBA-0.70,1,0,0.026,0.000,0.027,0.973,0.060,0.013,5010,173.25,25,CAA-MI-2-PBA-0.70_REG_ADJ,96,binary,0.1,2,binary,0.25,0,0,0.05,1.1,1,1,0.5
CR,0,0,0.018,0.000,0.021,0.979,0.023,0.013,5010,26.08,25,CR_REG_UN,96,binary,0.1,2,binary,0.25,0,0,0.05,1.1,1,1,0.5
SBR,0,0,0.019,0.000,0.020,0.980,0.058,0.014,5010,34.74,25,SBR_REG_UN,96,binary,0.1,2,binary,0.25,0,0,0.05,1.1,1,1,0.5
CAA-MI-2-PBA-0.70,0,0,0.018,0.000,0.020,0.980,0.056,0.013,5010,168.78,25,CAA-MI-2-PBA-0.70_REG_UN,96,binary,0.1,2,binary,0.25,0,0,0.05,1.1,1,1,0.5
CAA-MI-2-PBA-0.70,1,1,0.050,0.058,0.000,1.000,0.060,0.000,5010,97740.4,25,CAA-MI-2-PBA-0.70_RERAND_ADJ,96,binary,0.1,2,binary,0.25,0,0,0.05,1.1,1,1,0.5
CR,1,0,0.043,0.000,0.046,0.954,0.005,0.000,5010,29.18,26,CR_REG_ADJ,96,binary,0.5,2,binary,0.25,0,0,0.05,1.1,1,1,0.5
SBR,1,0,0.044,0.000,0.048,0.952,0.005,0.000,5010,36.37,26,SBR_REG_ADJ,96,binary,0.5,2,binary,0.25,0,0,0.05,1.1,1,1,0.5
CAA-MI-2-PBA-0.70,1,0,0.038,0.000,0.042,0.958,0.008,0.000,5010,171.29,26,CAA-MI-2-PBA-0.70_REG_ADJ,96,binary,0.5,2,binary,0.25,0,0,0.05,1.1,1,1,0.5
CR,0,0,0.045,0.000,0.047,0.953,0.005,0.000,5010,26.83,26,CR_REG_UN,96,binary,0.5,2,binary,0.25,0,0,0.05,1.1,1,1,0.5
SBR,0,0,0.048,0.000,0.050,0.950,0.004,0.000,5010,34.49,26,SBR_REG_UN,96,binary,0.5,2,binary,0.25,0,0,0.05,1.1,1,1,0.5
CAA-MI-2-PBA-0.70,0,0,0.045,0.000,0.046,0.954,0.008,0.000,5010,169.06,26,CAA-MI-2-PBA-0.70_REG_UN,96,binary,0.5,2,binary,0.25,0,0,0.05,1.1,1,1,0.5
CAA-MI-2-PBA-0.70,1,1,0.045,0.050,0.000,1.000,0.008,0.000,5010,95857.34,26,CAA-MI-2-PBA-0.70_RERAND_ADJ,96,binary,0.5,2,binary,0.25,0,0,0.05,1.1,1,1,0.5
CR,1,0, 0.038, 0.000, 0.041, 0.959,-0.011, 0.008,5010,30.84,27,CR_REG_ADJ,96,binary,0.1,2,binary,0.25,0,0,0.05,3,1,1,0.5
SBR,1,0, 0.041, 0.000, 0.044, 0.956,-0.007, 0.004,5010,37.75,27,SBR_REG_ADJ,96,binary,0.1,2,binary,0.25,0,0,0.05,3,1,1,0.5
CAA-MI-2-PBA-0.70,1,0, 0.036, 0.000, 0.040, 0.960,-0.017, 0.004,5010,174.47,27,CAA-MI-2-PBA-0.70_REG_ADJ,96,binary,0.1,2,binary,0.25,0,0,0.05,3,1,1,0.5
CR,0,0, 0.026, 0.000, 0.029, 0.971,-0.015, 0.008,5010,26.68,27,CR_REG_UN,96,binary,0.1,2,binary,0.25,0,0,0.05,3,1,1,0.5
SBR,0,0, 0.026, 0.000, 0.029, 0.971,-0.002, 0.004,5010,34.43,27,SBR_REG_UN,96,binary,0.1,2,binary,0.25,0,0,0.05,3,1,1,0.5
CAA-MI-2-PBA-0.70,0,0, 0.019, 0.000, 0.021, 0.979,-0.011, 0.004,5010,171.36,27,CAA-MI-2-PBA-0.70_REG_UN,96,binary,0.1,2,binary,0.25,0,0,0.05,3,1,1,0.5
CAA-MI-2-PBA-0.70,1,1, 0.049, 0.051, 0.000, 1.000,-0.017, 0.000,5010,96364.56,27,CAA-MI-2-PBA-0.70_RERAND_ADJ,96,binary,0.1,2,binary,0.25,0,0,0.05,3,1,1,0.5
CR,1,0,0.046,0.000,0.049,0.951,0.009,0.000,5010,29.32,28,CR_REG_ADJ,96,binary,0.5,2,binary,0.25,0,0,0.05,3,1,1,0.5
SBR,1,0,0.045,0.000,0.048,0.952,0.007,0.000,5010,36.41,28,SBR_REG_ADJ,96,binary,0.5,2,binary,0.25,0,0,0.05,3,1,1,0.5
CAA-MI-2-PBA-0.70,1,0,0.043,0.000,0.045,0.955,0.006,0.000,5010,173.19,28,CAA-MI-2-PBA-0.70_REG_ADJ,96,binary,0.5,2,binary,0.25,0,0,0.05,3,1,1,0.5
CR,0,0,0.047,0.000,0.049,0.951,0.008,0.000,5010,26.72,28,CR_REG_UN,96,binary,0.5,2,binary,0.25,0,0,0.05,3,1,1,0.5
SBR,0,0,0.041,0.000,0.043,0.957,0.007,0.000,5010,34.63,28,SBR_REG_UN,96,binary,0.5,2,binary,0.25,0,0,0.05,3,1,1,0.5
CAA-MI-2-PBA-0.70,0,0,0.041,0.000,0.043,0.957,0.006,0.000,5010,170.74,28,CAA-MI-2-PBA-0.70_REG_UN,96,binary,0.5,2,binary,0.25,0,0,0.05,3,1,1,0.5
CAA-MI-2-PBA-0.70,1,1,0.049,0.055,0.000,1.000,0.006,0.000,5010,96595.24,28,CAA-MI-2-PBA-0.70_RERAND_ADJ,96,binary,0.5,2,binary,0.25,0,0,0.05,3,1,1,0.5
CR,1,0,0.024,0.000,0.026,0.974,0.017,0.011,5010,30.45,29,CR_REG_ADJ,96,binary,0.1,2,binary,0.5,0,0,0.05,1.1,1,1,0.5
SBR,1,0,0.025,0.000,0.026,0.974,0.026,0.012,5010,38.27,29,SBR_REG_ADJ,96,binary,0.1,2,binary,0.5,0,0,0.05,1.1,1,1,0.5
CAA-MI-2-PBA-0.70,1,0,0.026,0.000,0.029,0.971,0.032,0.013,5010,167.46,29,CAA-MI-2-PBA-0.70_REG_ADJ,96,binary,0.1,2,binary,0.5,0,0,0.05,1.1,1,1,0.5
CR,0,0,0.018,0.000,0.020,0.980,0.013,0.011,5010,27.12,29,CR_REG_UN,96,binary,0.1,2,binary,0.5,0,0,0.05,1.1,1,1,0.5
SBR,0,0,0.017,0.000,0.019,0.981,0.026,0.012,5010,34.89,29,SBR_REG_UN,96,binary,0.1,2,binary,0.5,0,0,0.05,1.1,1,1,0.5
CAA-MI-2-PBA-0.70,0,0,0.018,0.000,0.020,0.980,0.032,0.013,5010,163.85,29,CAA-MI-2-PBA-0.70_REG_UN,96,binary,0.1,2,binary,0.5,0,0,0.05,1.1,1,1,0.5
CAA-MI-2-PBA-0.70,1,1,0.055,0.060,0.000,1.000,0.032,0.000,5010,97618.95,29,CAA-MI-2-PBA-0.70_RERAND_ADJ,96,binary,0.1,2,binary,0.5,0,0,0.05,1.1,1,1,0.5
CR,1,0, 0.044, 0.000, 0.047, 0.953,-0.007, 0.000,5010,29.13,30,CR_REG_ADJ,96,binary,0.5,2,binary,0.5,0,0,0.05,1.1,1,1,0.5
SBR,1,0, 0.045, 0.000, 0.048, 0.952,-0.004, 0.000,5010,36.15,30,SBR_REG_ADJ,96,binary,0.5,2,binary,0.5,0,0,0.05,1.1,1,1,0.5
CAA-MI-2-PBA-0.70,1,0, 0.048, 0.000, 0.051, 0.949,-0.001, 0.000,5010,166.61,30,CAA-MI-2-PBA-0.70_REG_ADJ,96,binary,0.5,2,binary,0.5,0,0,0.05,1.1,1,1,0.5
CR,0,0, 0.047, 0.000, 0.049, 0.951,-0.006, 0.000,5010,26.9,30,CR_REG_UN,96,binary,0.5,2,binary,0.5,0,0,0.05,1.1,1,1,0.5
SBR,0,0, 0.050, 0.000, 0.052, 0.948,-0.003, 0.000,5010,34.31,30,SBR_REG_UN,96,binary,0.5,2,binary,0.5,0,0,0.05,1.1,1,1,0.5
CAA-MI-2-PBA-0.70,0,0, 0.053, 0.000, 0.054, 0.946, 0.000, 0.000,5010,164.42,30,CAA-MI-2-PBA-0.70_REG_UN,96,binary,0.5,2,binary,0.5,0,0,0.05,1.1,1,1,0.5
CAA-MI-2-PBA-0.70,1,1, 0.053, 0.059, 0.000, 1.000,-0.001, 0.000,5010,96560.15,30,CAA-MI-2-PBA-0.70_RERAND_ADJ,96,binary,0.5,2,binary,0.5,0,0,0.05,1.1,1,1,0.5
CR,1,0, 0.045, 0.000, 0.049, 0.951, 0.005, 0.004,5010,30.99,31,CR_REG_ADJ,96,binary,0.1,2,binary,0.5,0,0,0.05,3,1,1,0.5
SBR,1,0, 0.044, 0.000, 0.047, 0.953, 0.023, 0.005,5010,38.49,31,SBR_REG_ADJ,96,binary,0.1,2,binary,0.5,0,0,0.05,3,1,1,0.5
CAA-MI-2-PBA-0.70,1,0, 0.048, 0.000, 0.050, 0.950,-0.004, 0.003,5010,167.52,31,CAA-MI-2-PBA-0.70_REG_ADJ,96,binary,0.1,2,binary,0.5,0,0,0.05,3,1,1,0.5
CR,0,0, 0.024, 0.000, 0.026, 0.974, 0.005, 0.004,5010,26.94,31,CR_REG_UN,96,binary,0.1,2,binary,0.5,0,0,0.05,3,1,1,0.5
SBR,0,0, 0.021, 0.000, 0.023, 0.977, 0.023, 0.005,5010,34.61,31,SBR_REG_UN,96,binary,0.1,2,binary,0.5,0,0,0.05,3,1,1,0.5
CAA-MI-2-PBA-0.70,0,0, 0.026, 0.000, 0.028, 0.972,-0.004, 0.003,5010,162.96,31,CAA-MI-2-PBA-0.70_REG_UN,96,binary,0.1,2,binary,0.5,0,0,0.05,3,1,1,0.5
CAA-MI-2-PBA-0.70,1,1, 0.055, 0.061, 0.000, 1.000,-0.004, 0.000,5010,97604.68,31,CAA-MI-2-PBA-0.70_RERAND_ADJ,96,binary,0.1,2,binary,0.5,0,0,0.05,3,1,1,0.5
CR,1,0, 0.042, 0.000, 0.045, 0.955,-0.005, 0.000,5010,28.17,32,CR_REG_ADJ,96,binary,0.5,2,binary,0.5,0,0,0.05,3,1,1,0.5
SBR,1,0, 0.042, 0.000, 0.044, 0.956,-0.005, 0.000,5010,36.5,32,SBR_REG_ADJ,96,binary,0.5,2,binary,0.5,0,0,0.05,3,1,1,0.5
CAA-MI-2-PBA-0.70,1,0, 0.046, 0.000, 0.049, 0.951,-0.004, 0.000,5010,166,32,CAA-MI-2-PBA-0.70_REG_ADJ,96,binary,0.5,2,binary,0.5,0,0,0.05,3,1,1,0.5
CR,0,0, 0.048, 0.000, 0.050, 0.950,-0.001, 0.000,5010,26.95,32,CR_REG_UN,96,binary,0.5,2,binary,0.5,0,0,0.05,3,1,1,0.5
SBR,0,0, 0.036, 0.000, 0.037, 0.963,-0.005, 0.000,5010,34.75,32,SBR_REG_UN,96,binary,0.5,2,binary,0.5,0,0,0.05,3,1,1,0.5
CAA-MI-2-PBA-0.70,0,0, 0.044, 0.000, 0.044, 0.956,-0.003, 0.000,5010,163.43,32,CAA-MI-2-PBA-0.70_REG_UN,96,binary,0.5,2,binary,0.5,0,0,0.05,3,1,1,0.5
CAA-MI-2-PBA-0.70,1,1, 0.055, 0.058, 0.000, 1.000,-0.004, 0.000,5010,96319.47,32,CAA-MI-2-PBA-0.70_RERAND_ADJ,96,binary,0.5,2,binary,0.5,0,0,0.05,3,1,1,0.5
CR,1,0,0.025,0.000,0.026,0.974,0.106,0.014,5010,31.32,33,CR_REG_ADJ,96,binary,0.1,2,binary,0.25,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
SBR,1,0,0.027,0.000,0.029,0.974,0.095,0.014,5010,39.1,33,SBR_REG_ADJ,96,binary,0.1,2,binary,0.25,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
CAA-MI-2-PBA-0.70,1,0,0.028,0.000,0.030,0.971,0.140,0.015,5010,169.35,33,CAA-MI-2-PBA-0.70_REG_ADJ,96,binary,0.1,2,binary,0.25,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
CR,0,0,0.019,0.000,0.021,0.978,0.101,0.014,5010,27.01,33,CR_REG_UN,96,binary,0.1,2,binary,0.25,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
SBR,0,0,0.020,0.000,0.022,0.979,0.092,0.014,5010,34.7,33,SBR_REG_UN,96,binary,0.1,2,binary,0.25,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
CAA-MI-2-PBA-0.70,0,0,0.018,0.000,0.022,0.980,0.132,0.014,5010,165.13,33,CAA-MI-2-PBA-0.70_REG_UN,96,binary,0.1,2,binary,0.25,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
CAA-MI-2-PBA-0.70,1,1,0.057,0.063,0.000,1.000,0.140,0.000,5010,97423.53,33,CAA-MI-2-PBA-0.70_RERAND_ADJ,96,binary,0.1,2,binary,0.25,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
CR,1,0,0.046,0.000,0.049,0.957,0.003,0.000,5010,28.53,34,CR_REG_ADJ,96,binary,0.5,2,binary,0.25,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
SBR,1,0,0.049,0.000,0.052,0.954,0.005,0.000,5010,36.79,34,SBR_REG_ADJ,96,binary,0.5,2,binary,0.25,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
CAA-MI-2-PBA-0.70,1,0,0.046,0.000,0.051,0.956,0.003,0.000,5010,166.04,34,CAA-MI-2-PBA-0.70_REG_ADJ,96,binary,0.5,2,binary,0.25,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
CR,0,0,0.049,0.000,0.051,0.956,0.000,0.000,5010,26.89,34,CR_REG_UN,96,binary,0.5,2,binary,0.25,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
SBR,0,0,0.052,0.000,0.056,0.952,0.002,0.000,5010,34.84,34,SBR_REG_UN,96,binary,0.5,2,binary,0.25,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
CAA-MI-2-PBA-0.70,0,0,0.052,0.000,0.053,0.952,0.001,0.000,5010,164.05,34,CAA-MI-2-PBA-0.70_REG_UN,96,binary,0.5,2,binary,0.25,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
CAA-MI-2-PBA-0.70,1,1,0.051,0.057,0.000,1.000,0.003,0.000,5010,96556.65,34,CAA-MI-2-PBA-0.70_RERAND_ADJ,96,binary,0.5,2,binary,0.25,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
CR,1,0,0.038,0.000,0.040,0.962,0.020,0.008,5010,29.69,35,CR_REG_ADJ,96,binary,0.1,2,binary,0.25,0,0.0953101798043249,0.05,3,1.1,1,0.5
SBR,1,0,0.040,0.000,0.043,0.959,0.039,0.005,5010,37.67,35,SBR_REG_ADJ,96,binary,0.1,2,binary,0.25,0,0.0953101798043249,0.05,3,1.1,1,0.5
CAA-MI-2-PBA-0.70,1,0,0.039,0.000,0.043,0.959,0.024,0.005,5010,170.91,35,CAA-MI-2-PBA-0.70_REG_ADJ,96,binary,0.1,2,binary,0.25,0,0.0953101798043249,0.05,3,1.1,1,0.5
CR,0,0,0.027,0.000,0.029,0.971,0.002,0.008,5010,26.75,35,CR_REG_UN,96,binary,0.1,2,binary,0.25,0,0.0953101798043249,0.05,3,1.1,1,0.5
SBR,0,0,0.025,0.000,0.027,0.974,0.029,0.005,5010,34.8,35,SBR_REG_UN,96,binary,0.1,2,binary,0.25,0,0.0953101798043249,0.05,3,1.1,1,0.5
CAA-MI-2-PBA-0.70,0,0,0.022,0.000,0.024,0.978,0.012,0.004,5010,167.03,35,CAA-MI-2-PBA-0.70_REG_UN,96,binary,0.1,2,binary,0.25,0,0.0953101798043249,0.05,3,1.1,1,0.5
CAA-MI-2-PBA-0.70,1,1,0.053,0.055,0.000,1.000,0.024,0.000,5010,97083.75,35,CAA-MI-2-PBA-0.70_RERAND_ADJ,96,binary,0.1,2,binary,0.25,0,0.0953101798043249,0.05,3,1.1,1,0.5
CR,1,0, 0.050, 0.000, 0.052, 0.950, 0.012, 0.000,5010,28.97,36,CR_REG_ADJ,96,binary,0.5,2,binary,0.25,0,0.0953101798043249,0.05,3,1.1,1,0.5
SBR,1,0, 0.051, 0.000, 0.055, 0.952, 0.012, 0.000,5010,36.44,36,SBR_REG_ADJ,96,binary,0.5,2,binary,0.25,0,0.0953101798043249,0.05,3,1.1,1,0.5
CAA-MI-2-PBA-0.70,1,0, 0.048, 0.000, 0.050, 0.953, 0.010, 0.000,5010,168.67,36,CAA-MI-2-PBA-0.70_REG_ADJ,96,binary,0.5,2,binary,0.25,0,0.0953101798043249,0.05,3,1.1,1,0.5
CR,0,0, 0.051, 0.000, 0.055, 0.952,-0.001, 0.000,5010,26.94,36,CR_REG_UN,96,binary,0.5,2,binary,0.25,0,0.0953101798043249,0.05,3,1.1,1,0.5
SBR,0,0, 0.048, 0.000, 0.050, 0.957, 0.001, 0.000,5010,34.32,36,SBR_REG_UN,96,binary,0.5,2,binary,0.25,0,0.0953101798043249,0.05,3,1.1,1,0.5
CAA-MI-2-PBA-0.70,0,0, 0.047, 0.000, 0.048, 0.957,-0.002, 0.000,5010,166.44,36,CAA-MI-2-PBA-0.70_REG_UN,96,binary,0.5,2,binary,0.25,0,0.0953101798043249,0.05,3,1.1,1,0.5
CAA-MI-2-PBA-0.70,1,1, 0.056, 0.060, 0.000, 1.000, 0.010, 0.000,5010,98098.22,36,CAA-MI-2-PBA-0.70_RERAND_ADJ,96,binary,0.5,2,binary,0.25,0,0.0953101798043249,0.05,3,1.1,1,0.5
CR,1,0,0.025,0.000,0.027,0.972,0.072,0.012,5010,30.6,37,CR_REG_ADJ,96,binary,0.1,2,binary,0.5,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
SBR,1,0,0.023,0.000,0.025,0.974,0.087,0.013,5010,37.55,37,SBR_REG_ADJ,96,binary,0.1,2,binary,0.5,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
CAA-MI-2-PBA-0.70,1,0,0.027,0.000,0.030,0.972,0.069,0.013,5010,166.78,37,CAA-MI-2-PBA-0.70_REG_ADJ,96,binary,0.1,2,binary,0.5,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
CR,0,0,0.019,0.000,0.021,0.978,0.066,0.012,5010,27.37,37,CR_REG_UN,96,binary,0.1,2,binary,0.5,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
